# Q,t,x,y,z
1.0000,0.0044,-0.0015,0.0006,-0.0133
0.0044,1.0000,0.0183,-0.0080,-0.0185
-0.0015,0.0183,1.0000,-0.0822,-0.0027
0.0006,-0.0080,-0.0822,1.0000,0.0664
-0.0133,-0.0185,-0.0027,0.0664,1.0000
